AnnoScolastico;CodScuola;Gestione;Denominazione;Indirizzo;MunicipioScuola;NilScuola;Capienza;Numero_Classi;Alunni_Tot;Alunni_M;Alunni_F;Alunni_Resid;Alunni_NonResid;Alunni_NazNasc_Italia;Alunni_NazNasc_UE15;Alunni_NazNasc_UE_Nuovi;Alunni_NazNasc_Europa_Altri;Alunni_NazNasc_Africa;Alunni_NazNasc_AmericaNord;Alunni_NazNasc_AmericaCentroSud;Alunni_NazNasc_Asia;Alunni_NazNasc_Altro_NonDisp;Alunni_Cittad_Ita;Alunni_Cittad_Non_Ita;Alunni_Cittad_NonDisp
2015/2016;2174;statale;GALILEO FERRARIS;VIA BARONA 70;6;Barona (46);125;5;96;51;45;74;22;87;0;4;0;2;0;2;0;1;79;17;0
2015/2016;2167;statale;San Paolino;VIA SAN PAOLINO 4;6;Barona (46);375;7;145;62;83;132;13;137;0;1;0;6;0;1;0;0;96;49;0
2015/2016;2173;statale;SANDRO PERTINI;VIA SALERNO 3;6;Ronchetto sul Naviglio (48);425;20;452;229;223;421;31;423;1;5;1;14;0;3;5;0;328;124;0
2015/2016;2171;statale;GABRIO CASATI;VIA SAN COLOMBANO 8;6;Ronchetto sul Naviglio (48);250;5;117;47;70;109;8;114;0;0;0;2;0;1;0;0;98;19;0
2015/2016;2312;Paritaria;LES GALIPETTES;VIA COTTOLENGO SAN GIUSEPPE 25;6;Ronchetto sul Naviglio (48);0;6;105;53;52;78;27;98;1;3;1;1;0;1;0;0;101;4;0
2015/2016;2172;statale;TRE CASTELLI;VIA BALSAMO CRIVELLI RICCARDO 3;6;Ronchetto sul Naviglio (48);250;13;305;155;150;288;17;294;1;3;1;2;0;2;2;0;258;47;0
2015/2016;2180;Paritaria;SANT'ANGELA MERICI;VIA VESPRI SICILIANI 55;6;Giambellino (49);0;10;222;115;107;173;49;214;0;1;3;1;0;1;2;0;215;7;0
2015/2016;2181;statale;NAZARIO SAURO;VIA VESPRI SICILIANI 75;6;Giambellino (49);500;21;452;224;228;425;27;374;0;8;4;37;0;10;19;0;209;243;0
2015/2016;2058;statale;Foppette,1;VIA DELLE FOPPETTE 1;6;Tortona (50);275;10;213;111;102;211;2;199;1;0;1;6;0;4;2;0;195;18;0
2015/2016;2059;statale;GIOVANNA OBERDAN PORZI;VIA BERGOGNONE AMBROGIO DA FOSSANO 2;6;Tortona (50);525;23;503;253;250;492;11;493;1;0;1;2;1;2;3;0;466;37;0
2015/2016;2307;Paritaria;FONDAZIONE JOSEF TEHILLOT;VIA SARDEGNA 35;7;Washington (51);0;5;39;13;26;38;1;34;1;0;0;0;0;0;4;0;30;9;0
2015/2016;2066;Paritaria;IMMACOLATA CONCEZIONE;VIA ELBA 18;7;Washington (51);0;5;104;53;51;98;6;98;5;0;1;0;0;0;0;0;103;1;0
2015/2016;2065;statale;NOVARO - FERRUCCI;PZA SICILIA 2;7;Washington (51);875;36;851;408;443;835;16;818;5;2;7;1;3;5;9;1;794;57;0
2015/2016;2176;statale;Massaua;VIA MASSAUA 5;7;Bande Nere (52);500;20;460;236;224;441;19;417;1;9;1;8;1;4;18;1;382;78;0
2015/2016;2192;Paritaria;MATER DIVINAE GRATIAE;VIA GULLI TOMMASO 14;7;Bande Nere (52);0;5;118;58;60;105;13;111;0;1;4;1;0;1;0;0;110;8;0
2015/2016;2158;Paritaria;MERKOS L'INYONEI CHINUCH;VIA DELLE FORZE ARMATE 61;7;Bande Nere (52);0;5;75;32;43;73;2;63;6;0;3;0;1;0;2;0;66;9;0
2015/2016;2191;statale;FRANCESCA SAVERIO CABRINI;VIA DELLE FORZE ARMATE 65;7;Bande Nere (52);650;26;607;328;279;586;21;559;2;2;4;10;0;11;18;1;481;126;0
2015/2016;2183;statale;GRIGIONI;VIA SCROSATI LUIGI 3;6;Bande Nere (52);375;12;258;125;133;246;12;240;1;1;3;3;1;4;5;0;228;30;0
2015/2016;2074;statale;LEONE TOLSTOJ;VIA ZUARA 9;6;Bande Nere (52);350;21;446;213;233;436;10;426;2;0;2;7;0;3;5;1;366;80;0
2015/2016;2182;Paritaria;SCUOLA COMUNITA' EBRAICA;VIA MAYER SALLY 4;6;Bande Nere (52);0;8;165;88;77;161;4;151;5;0;1;0;2;0;6;0;154;11;0
2015/2016;2185;Paritaria;DEVOTA MACULAN;VIA INGANNI ANGELO 12;6;Lorenteggio (53);0;12;265;139;126;154;111;260;2;1;1;0;0;0;1;0;261;4;0
2015/2016;2178;statale;Anemoni, 8;VIA DEGLI ANEMONI 8;6;Lorenteggio (53);300;18;399;194;205;379;20;378;1;3;2;14;0;1;0;0;336;63;0
2015/2016;2177;statale;Pisa;VIA PISA UGO 1;6;Lorenteggio (53);400;10;217;123;94;202;15;204;0;5;1;3;0;1;3;0;163;54;0
2015/2016;2186;statale;Narcisi;VIA DEI NARCISI 2;6;Lorenteggio (53);375;15;312;163;149;274;38;253;2;6;2;37;0;4;6;2;125;187;0
2015/2016;2189;statale;NICCOLO' TOMMASEO;VIA MUGGIANO 16;7;Muggiano (54);125;5;108;64;44;97;11;101;1;2;0;2;0;1;1;0;91;17;0
2015/2016;2196;statale;LUIGI EINAUDI;VIA VAL D'INTELVI 11;7;Baggio (55);500;22;506;254;252;480;26;474;3;2;2;11;1;8;5;0;410;96;0
2015/2016;2190;statale;CARLO ZIMA E ANITA GARIBALDI;VIA ANSELMO DA BAGGIO 60;7;Baggio (55);350;14;290;157;133;268;22;248;3;6;4;5;1;4;19;0;180;110;0
2015/2016;2193;statale;FRATELLI CERVI;VIA DEI SALICI 2;7;Baggio (55);400;14;315;163;152;281;34;298;4;1;3;2;0;2;5;0;261;54;0
2015/2016;2188;statale;Forze armate;VIA DELLE FORZE ARMATE 279;7;Forze Armate (56);300;12;262;135;127;252;10;247;0;1;1;6;0;0;7;0;203;59;0
2015/2016;2187;statale;Viterbo;VIA VITERBO 31;7;Forze Armate (56);375;11;233;138;95;227;6;218;0;5;1;3;0;2;4;0;183;50;0
2015/2016;2198;statale;Valdagno;VIA VALDAGNO 8;7;Forze Armate (56);300;9;189;87;102;182;7;165;2;1;1;4;0;7;7;2;108;81;0
2015/2016;2316;statale;San Giusto;VIA SAN GIUSTO 65;7;Forze Armate (56);0;2;50;25;25;49;1;49;0;0;0;0;0;0;1;0;45;5;0
2015/2016;2195;Paritaria;MADRE BUCCHI;VIA PALMI 25;7;Forze Armate (56);0;7;171;94;77;126;45;168;1;0;1;0;0;1;0;0;168;3;0
2015/2016;2308;Paritaria;S. Giusto, 65;VIA SAN GIUSTO 65;7;Forze Armate (56);0;8;186;94;92;182;4;183;1;0;1;1;0;0;0;0;180;6;0
2015/2016;2214;statale;LUIGI CADORNA;VIA DOLCI CARLO 5;7;Selinunte (57);625;18;396;206;190;365;31;323;6;3;1;45;0;4;14;0;171;225;0
2015/2016;2067;Paritaria;ISTITUTO SAN PAOLO DELLE SUORE ANGELICHE;VIA BUONARROTI MICHELANGELO 49;8;De Angeli - Monte Rosa (58);0;6;135;65;70;133;2;130;2;0;1;0;0;1;0;1;134;1;0
2015/2016;2249;Paritaria;ISTITUTO SANT'ANNA;VIA MELORIA 3;8;De Angeli - Monte Rosa (58);0;5;71;35;36;64;7;68;0;1;1;0;0;0;0;1;67;4;0
2015/2016;2221;statale;GIUSEPPE LOMBARDO RADICE;VIA PARAVIA PIER ALESSANDRO 83;7;S. Siro (60);225;6;117;54;63;89;28;56;1;6;2;44;0;5;3;0;21;96;0
2015/2016;2218;statale;Monte Baldo;VIA MONTE BALDO 11;7;S. Siro (60);275;11;257;150;107;245;12;234;3;1;0;12;1;2;4;0;204;53;0
2015/2016;2222;statale;SAN GIUSEPPE CALASANZIO;VIA GNOCCHI DON CARLO 25;7;S. Siro (60);450;18;389;185;204;376;13;351;3;1;4;18;0;6;6;0;263;126;0
2015/2016;2204;Paritaria;CASA DEI BAMBINI - SCUOLA MONTESSORI;VIA AROSIO 3;7;S. Siro (60);0;6;116;60;56;104;12;111;1;0;0;2;0;2;0;0;113;3;0
2015/2016;2223;Paritaria;SANTA GIULIANA FALCONIERI;VIA ZAMAGNA BERNARDO 18;7;S. Siro (60);0;5;100;51;49;92;8;94;0;1;0;0;0;2;3;0;85;15;0
2015/2016;2310;Privata non paritaria;NAGIB MAHFUZ;VIA STRATICO SIMONE 7;7;S. Siro (60);0;10;188;103;85;123;65;114;0;0;0;74;0;0;0;0;42;146;0
2015/2016;2224;Privata non paritaria;ECOLE FRANCAISE DE MILAN;VIA LAVENO 12;7;S. Siro (60);0;15;416;203;213;340;76;248;135;2;4;15;2;4;3;3;285;131;0
2015/2016;2300;statale;PRO JUVENTUTE ISTITUTO DON GNOCCHI;VIA CAPECELATRO ALFONSO 66;7;S. Siro (60);0;4;65;34;31;40;25;57;1;0;1;3;0;3;0;0;51;14;0
2015/2016;2202;statale;LUCIANO MANARA;VIA LAMENNAIS FELICITE' ROBERT HUGES 20;7;Quarto Cagnino (61);225;11;206;93;113;193;13;194;0;5;0;3;0;2;2;0;168;38;0
2015/2016;2201;statale;CARLO POMA;VIA AIRAGHI GAETANO 42;7;Quinto Romano (62);250;8;136;63;73;127;9;125;1;3;1;1;0;3;2;0;110;26;0
2015/2016;2200;Paritaria;BETLEM;VIA NOVARA 540;7;Figino (63);0;5;82;41;41;22;60;80;0;0;0;1;0;0;1;0;81;1;0
2015/2016;2208;statale;IPPOLITO NIEVO;VIA SILLA LUCIO CORNELIO 150;7;Figino (63);125;5;78;39;39;69;9;65;0;4;2;5;0;0;2;0;46;32;0
2015/2016;2211;statale;Ande;VIA DELLE ANDE 4;8;Gallaratese (65);250;12;280;167;113;273;7;267;2;3;0;2;0;1;5;0;259;21;0
2015/2016;2213;statale;RICCARDO MASSA;VIA BROCCHI VIRGILIO 5;8;Gallaratese (65);450;20;415;226;189;384;31;401;1;3;1;0;0;1;8;0;382;33;0
2015/2016;2212;statale;MARIA MONTESSORI;VIA QUARENGHI GIACOMO 10;8;Gallaratese (65);125;5;107;54;53;99;8;106;0;0;0;1;0;0;0;0;105;2;0
2015/2016;2206;statale;Visconti;VIA VISCONTI ALEX 16;8;Gallaratese (65);275;9;177;97;80;151;26;162;1;5;3;1;0;2;3;0;119;58;0
2015/2016;2207;statale;Viscontini;VIA VISCONTINI MATILDE 7;8;Gallaratese (65);275;9;218;99;119;204;14;210;1;0;0;1;0;2;2;2;207;11;0
2015/2016;2210;statale;Cilea;VIA CILEA FRANCESCO 12;8;Gallaratese (65);300;6;142;67;75;133;9;134;0;0;5;1;0;2;0;0;113;29;0
2015/2016;2220;statale;MARTIN LUTHER KING;PZA SANTA MARIA NASCENTE 30;8;QT 8 (66);325;13;284;143;141;274;10;272;3;1;0;2;0;2;4;0;268;16;0
2015/2016;2217;Paritaria;BEATA VERGINE;VIA TERRAGNI GIUSEPPE 36;8;QT 8 (66);0;5;83;42;41;71;12;78;0;0;2;0;0;1;2;0;79;4;0
2015/2016;2301;Paritaria;ISTITUTO PADRE BECCARO IL MANDORLO;VIA COLONNA MARCO ANTONIO 24;8;Portello (67);0;5;89;43;46;85;4;85;0;0;1;1;0;1;1;0;80;9;0
2015/2016;2233;Paritaria;LA ZOLLA;VIA CACCIALEPORI 22;7;Portello (67);0;10;244;132;112;233;11;240;0;0;2;0;1;0;1;0;244;0;0
2015/2016;2234;statale;PIETRO MICCA;VIA GATTAMELATA 35;8;Portello (67);650;29;668;345;323;648;20;642;1;2;3;7;0;5;8;0;598;70;0
2015/2016;2076;Paritaria;LEONE XIII;VIA LEONE XIII 12;8;Pagano (68);0;16;403;219;184;382;21;376;8;0;6;1;4;6;2;0;386;17;0
2015/2016;2073;statale;GIOVANNI PASCOLI;VIA RASORI GIOVANNI 19;7;Pagano (68);575;24;514;257;257;504;10;482;8;2;11;2;2;5;0;2;488;26;0
2015/2016;2072;statale;GIUSEPPE GIUSTI - SANTA CHIARA D'ASSISI;VIA GIUSTI GIUSEPPE 15;1;Sarpi (69);425;20;483;246;237;476;7;462;3;3;2;0;0;3;10;0;375;108;0
2015/2016;2071;statale;FERRANTE APORTI;VIA MANTEGNA ANDREA 10;8;Sarpi (69);525;22;470;236;234;457;13;445;2;0;4;3;1;3;12;0;365;105;0
2015/2016;2069;statale;PIETRO MOSCATI - BIANCA MARIA SFORZA;VIA MOSCATI PIETRO 1;8;Sarpi (69);425;17;401;201;200;391;10;370;3;0;6;2;2;5;13;0;337;64;0
2015/2016;2070;Paritaria;REGINA CARMELI;VIA MONVISO 33;8;Sarpi (69);0;6;159;77;82;149;10;157;0;0;0;0;0;0;2;0;152;7;0
2015/2016;2236;statale;ALFREDO CAPPELLINI;VIA DE ROSSI GIOVANNI BATTISTA 2;8;Villapizzone (71);450;14;349;178;171;325;24;295;0;7;1;24;0;8;14;0;173;176;0
2015/2016;2216;Paritaria;CASA DEI BAMBINI MONTESSORI;VIA BARTOLINI LORENZO 46;8;Villapizzone (71);0;5;99;52;47;85;14;96;2;0;0;0;0;0;1;0;97;2;0
2015/2016;2235;statale;VITTORIO BACHELET;VIA MAGREGLIO 1;8;Villapizzone (71);275;10;198;97;101;179;19;169;1;4;2;2;0;8;12;0;112;86;0
2015/2016;2237;Paritaria;MARIA CONSOLATRICE;VIA AMPEZZO 8;8;Villapizzone (71);0;5;115;59;56;108;7;114;0;1;0;0;0;0;0;0;114;1;0
2015/2016;2231;statale;DANTE ALIGHIERI;VIA MAC MAHON 100;8;Villapizzone (71);125;10;235;127;108;232;3;221;0;2;1;4;0;3;4;0;151;84;0
2015/2016;2232;Paritaria;GIOVANNI XXIII;VIA DE PREDIS GIOVANNI AMBROGIO 8;8;Villapizzone (71);0;5;77;46;31;68;9;76;1;0;0;0;0;0;0;0;67;10;0
2015/2016;2229;statale;GOFFREDO MAMELI;VIA CONSOLE MARCELLO 9;8;Villapizzone (71);600;20;479;264;215;450;29;388;5;4;11;31;0;9;31;0;187;292;0
2015/2016;2230;statale;RINNOVATA PIZZIGONI;VIA CASTELLINO DA CASTELLO 10;8;Villapizzone (71);625;25;595;321;274;581;14;561;2;1;2;6;0;8;15;0;473;122;0
2015/2016;2239;statale;VILFREDO PARETO;VIA PARETO VILFREDO 26;8;Maggiore - Musocco (72);125;7;133;64;69;121;12;118;0;4;2;3;1;3;1;1;92;41;0
2015/2016;2240;Paritaria;FRANCESCANE DEL CUORE IMMACOLATO DI MARIA;VIA GAREGNANO 10;8;Maggiore - Musocco (72);0;5;101;54;47;91;10;101;0;0;0;0;0;0;0;0;97;4;0
2015/2016;2305;Paritaria;PASTOR ANGELICUS;VIA CITTADINI PIER FRANCESCO 5;8;Quarto Oggiaro (76);0;5;88;48;40;73;15;88;0;0;0;0;0;0;0;0;76;12;0
2015/2016;2243;statale;Graf Arturo;VIA GRAF ARTURO 70;8;Quarto Oggiaro (76);425;13;236;113;123;221;15;210;1;6;1;12;0;2;4;0;142;94;0
2015/2016;2242;statale;Trilussa;VIA TRILUSSA 10;8;Quarto Oggiaro (76);575;13;261;142;119;244;17;233;1;4;2;12;0;3;6;0;169;92;0
2015/2016;2227;statale;GIOVANNI GHERARDINI;VIA CITTADINI PIER FRANCESCO 9;8;Quarto Oggiaro (76);275;11;202;112;90;196;6;175;2;2;2;14;0;0;7;0;121;81;0
2015/2016;2228;statale;Val Lagarina;VIA VAL LAGARINA 44;8;Quarto Oggiaro (76);325;14;286;137;149;270;16;274;0;1;0;4;0;1;6;0;232;54;0
2015/2016;2078;Paritaria;SANTA GEMMA CALGANI;VIA BALDINUCCI FILIPPO 88;9;Bovisa (77);0;10;249;138;111;220;29;243;0;1;0;1;0;3;1;0;242;7;0
2015/2016;2077;statale;GIACOMO LEOPARDI;VLE BODIO LUIGI 22;9;Bovisa (77);600;22;469;247;222;440;29;378;3;8;7;33;0;12;27;1;212;257;0
2015/2016;2080;statale;MARIE CURIE;VIA GUICCIARDI DIEGO 1;9;Dergano (79);500;20;456;240;216;439;17;411;0;4;2;12;0;8;19;0;292;164;0
2015/2016;2245;Paritaria;MANDELLI ANDREA;VIA PAVONI LODOVICO 10;9;Dergano (79);0;10;260;147;113;229;31;255;0;1;0;0;2;1;1;0;256;4;0
2015/2016;2081;statale;RAFFAELLO LAMBRUSCHINI - CATERINA CYBO;VIA CRESPI BENIGNO 1;9;Dergano (79);425;16;300;144;156;275;25;236;1;1;1;25;0;6;30;0;119;181;0
2015/2016;2083;statale;FRANCESCO CARACCIOLO;VIA ISEO 7;9;Affori (80);375;17;351;189;162;329;22;316;2;2;2;16;0;6;7;0;220;131;0
2015/2016;2089;statale;DON ORIONE;VIA FABRIANO 4;9;Affori (80);275;16;352;170;182;329;23;322;4;4;3;7;1;6;5;0;273;79;0
2015/2016;2090;statale;ITALO CALVINO;VIA SCIALOIA VITTORIO 19;9;Affori (80);350;16;340;178;162;321;19;300;0;0;0;16;0;2;22;0;143;197;0
2015/2016;2082;statale;Gabbro;VIA GABBRO 6;9;Bovisasca (81);275;10;213;107;106;208;5;201;0;1;1;4;0;4;2;0;168;45;0
2015/2016;2086;statale;SORELLE AGAZZI;PZA GASPARRI PIETRO 6;9;Comasina (82);300;11;203;97;106;182;21;174;1;2;2;12;0;1;11;0;87;116;0
2015/2016;2088;Paritaria;COR JESU;VIA TEANO 21;9;Comasina (82);0;10;255;125;130;183;72;253;2;0;0;0;0;0;0;0;237;18;0
2015/2016;2084;statale;CESARE CANTU';VIA DEI BRASCHI 12;9;Bruzzano (83);275;14;321;166;155;298;23;290;2;2;5;10;0;5;7;0;213;108;0
2015/2016;2085;statale;ANNA FRANK;VIA DORA BALTEA 16;9;Bruzzano (83);350;13;294;152;142;279;15;282;0;2;2;4;0;1;2;1;233;61;0
2015/2016;2099;Paritaria;RICCI ACHILLE;VIA SBARBARO CAMILLO 11;9;Parco Nord (84);0;7;134;74;60;103;31;129;0;0;0;0;1;2;0;2;133;1;0
2014/2015;2008;statale;ELEONORA E FRATELLI RUFFINI;VI FLLI RUFFINI 004;1;Magenta - S. Vittore (7);475;18;367;190;177;356;11;350;3;0;3;1;2;0;8;0;339;28;0
2014/2015;2009;statale;ROSSARI E CASTIGLIONI;VI DELLA SPIGA 029;1;Duomo (1);250;9;178;97;81;164;14;164;2;1;3;0;0;2;6;0;151;27;0
2014/2015;2010;statale;CICERI VISCONTI;VI PALERMO 009;1;Brera (2);375;17;366;192;174;360;6;353;7;0;2;0;1;1;2;0;335;31;0
2014/2015;2020;statale;CARLO PORTA E GAETANA AGNESI;VI QUADRONNO 032;1;Vigentina (5);525;21;468;238;230;457;11;452;7;0;1;1;1;4;1;1;431;37;0
2014/2015;2021;statale;VINCENZO CUOCO;VI CORRIDONI FILIPPO 034;1;Guastalla (4);425;18;377;192;185;365;12;367;4;0;1;0;1;1;3;0;351;26;0
2014/2015;2023;statale;EMILIO DE MARCHI;VI SANT' ORSOLA 015;1;Duomo (1);400;16;331;172;159;317;14;310;9;1;4;0;3;3;1;0;299;32;0
2014/2015;2024;statale;ARMANDO DIAZ;VI CROCEFISSO 015;1;Duomo (1);375;20;472;233;239;450;22;459;1;2;5;0;0;1;4;0;454;18;0
2014/2015;2025;statale;CONVITTO NAZIONALE LONGONE;VI DEGLI OLIVETANI 009;1;Magenta - S. Vittore (7);0;5;101;56;45;96;5;101;0;0;0;0;0;0;0;0;101;0;0
2014/2015;2026;statale;SETTI CARRARO DALLA CHIESA;VI PASSIONE 012;1;Guastalla (4);0;10;231;100;131;225;6;227;2;0;2;0;0;0;0;0;229;2;0
2014/2015;2036;statale;ALBERTO DA GIUSSANO;BS PORTA NUOVA 004;1;Brera (2);350;7;137;67;70;133;4;130;0;0;0;3;0;1;2;1;120;17;0
2014/2015;2072;statale;GIUSEPPE GIUSTI - SANTA CHIARA D'ASSISI;VI GIUSTI GIUSEPPE 015;1;Sarpi (69);425;20;468;221;247;463;5;447;5;4;2;1;0;3;6;0;367;101;0
2014/2015;2035;Paritaria;MARIA CONSOLATRICE;VI GIOIA MELCHIORRE 051;2;Isola (11);;15;370;175;195;350;20;365;3;0;0;0;0;1;1;0;362;8;0
2014/2015;2045;Paritaria;ISTITUTO GONZAGA;VI VITRUVIO 041;2;Centrale (10);;15;396;196;200;367;29;386;3;0;5;1;1;0;0;0;388;8;0
2014/2015;2110;Paritaria;SAN GIUSEPPE;VI DE LA SALLE S GIOV. BATTISTA 005;2;Padova (19);;10;256;139;117;207;49;248;1;2;3;0;0;1;1;0;244;12;0
2014/2015;2111;Paritaria;PREZIOSISSIMO SANGUE;VI RICCARDI PADRE PLACIDO 005;2;Padova (19);;10;233;107;126;182;51;231;0;0;2;0;0;0;0;0;217;16;0
2014/2015;2306;Paritaria;ISTITUTO SANT'AMBROGIO SALESIANO;VI COPERNICO 009;2;Centrale (10);;5;140;86;54;126;14;138;0;0;0;0;0;1;1;0;134;6;0
2014/2015;2000;statale;PAOLO E LARISSA PINI;VI STEFANARDO DA VIMERCATE 014;2;Viale Monza (16);675;5;77;52;25;58;19;70;0;1;1;4;0;0;1;0;48;29;0
2014/2015;2037;statale;LUIGI GALVANI;VI GALVANI LUIGI 007;2;Centrale (10);250;12;240;131;109;225;15;225;0;3;0;0;0;5;7;0;186;54;0
2014/2015;2040;statale;GIANNI RODARI;VI BOTTELLI GIUSEPPE 001;2;Greco (13);225;10;218;122;96;207;11;181;1;4;2;12;0;5;13;0;138;80;0
2014/2015;2041;statale;PIO MENOTTI - MURATORI;VI MUZIO EMANUELE 005;2;Maciachini - Maggiolina (12);600;23;522;278;244;505;17;475;3;1;8;3;0;12;20;0;372;150;0
2014/2015;2043;statale;ARBE-ZARA;VL ZARA 096;2;Maciachini - Maggiolina (12);475;20;466;226;240;458;8;446;1;2;4;2;0;4;7;0;416;50;0
2014/2015;2100;statale;STATALE;VI CARNOVALI GIOVANNI 019;2;Viale Monza (16);125;5;115;61;54;115;0;113;0;0;0;0;0;0;2;0;108;7;0
2014/2015;2101;statale;MARTIRI DI GORLA;VI CESALPINO ANDREA 038;2;Viale Monza (16);300;20;424;228;196;409;15;374;1;1;1;22;1;5;19;0;263;161;0
2014/2015;2102;statale;VITTORIO BOTTEGO;VI SAN MAMETE 011;2;Adriano (17);475;19;434;235;199;420;14;405;4;0;3;10;0;4;8;0;322;112;0
2014/2015;2103;statale;CASA DEL SOLE;VI GIACOSA GIUSEPPE 046;2;Loreto (20);600;24;565;309;256;538;27;466;2;3;10;38;0;13;33;0;253;312;0
2014/2015;2104;statale;STATALE;VI SANT' UGUZZONE 010;2;Viale Monza (16);125;7;146;74;72;129;17;129;2;3;3;4;0;0;5;0;113;33;0
2014/2015;2105;statale;STATALE;VI MATTEI GIANFRANCO 012;2;Viale Monza (16);350;19;442;211;231;423;19;412;0;0;1;8;0;8;12;1;354;88;0
2014/2015;2106;statale;VINCENZO RUSSO - ELEONORA PIMENTEL;VI RUSSO VINCENZO 027;2;Padova (19);425;15;351;205;146;327;24;259;0;3;4;27;1;9;48;0;108;243;0
2014/2015;2107;statale;TEODORO CIRESOLA;VI VENINI GIULIO E CORRADO 080;2;Loreto (20);400;15;310;151;159;299;11;271;1;1;2;11;0;7;17;0;176;134;0
2014/2015;2108;statale;FRANCESCO CRISPI;VI SANT' ERLEMBARDO 004;2;Viale Monza (16);325;10;229;121;108;221;8;198;0;0;2;14;0;2;13;0;140;89;0
2014/2015;2109;statale;GIANBATTISTA PERASSO;VI BOTTEGO VITTORIO 004;2;Padova (19);500;17;363;185;178;337;26;309;2;8;10;12;0;8;14;0;207;156;0
2014/2015;2112;statale;VERONICA GAMBARA;VL BRIANZA 014;2;Loreto (20);500;16;362;178;184;352;10;337;0;1;2;7;2;2;11;0;302;60;0
2014/2015;2034;Paritaria;FAES ARGONNE - SCUOLA PRIMARIA MASCHILE;VI ZANOIA GIUSEPPE 001;3;Città Studi (22);;5;105;105;0;93;12;102;0;0;1;0;1;0;1;0;103;2;0
2014/2015;2115;Paritaria;FAES MONFORTE - SCUOLA PRIMARIA FEMMINILE;VI AMADEO GIOVANNI ANTONIO 011;3;Città Studi (22);;5;125;0;125;98;27;120;0;0;0;0;1;3;1;0;122;3;0
2014/2015;2116;Paritaria;SAN GIUSEPPE;VI BAZZINI ANTONIO 010;3;Città Studi (22);;5;99;49;50;96;3;94;1;0;0;1;0;2;1;0;94;5;0
2014/2015;2121;Paritaria;CASA DEI BAMBINI MONTESSORI;PZ SAN GEROLAMO 006;3;Loreto (20);;5;120;69;51;86;34;115;1;1;1;0;1;0;1;0;119;1;0
2014/2015;2125;Paritaria;ROSSELLO GIUSEPPA;VI GOLDONI CARLO 068;3;Buenos Aires - Venezia (21);;5;111;57;54;100;11;106;1;1;2;1;0;0;0;0;105;6;0
2014/2015;2127;Paritaria;RUDOLF STEINER;VI CLERICETTI CELESTE 045;3;Città Studi (22);;5;120;71;49;68;52;117;1;0;1;0;0;1;0;0;119;1;0
2014/2015;2129;Paritaria;FONDAZIONE SACRO CUORE;VI ROMBON 078;3;Lambrate (23);;10;262;125;137;113;149;261;1;0;0;0;0;0;0;0;260;2;0
2014/2015;2132;Paritaria;MARIA MATER MEA;VI PUSIANO 057;3;Parco Lambro - Cimiano (18);;5;131;58;73;52;79;128;0;0;0;1;0;0;2;0;126;5;0
2014/2015;2248;Paritaria;LIBERA SCUOLA STEINERIANA;VI PINI TOMMASO 001;3;Lambrate (23);;5;106;52;54;46;60;102;2;0;0;1;0;0;1;0;103;3;0
2014/2015;2302;Privata non paritaria;SIR JAMES HENDERSON SCHOOL;VI PISANI DOSSI CARLO ALBERTO 016;3;Parco Lambro - Cimiano (18);;15;212;108;104;106;106;116;38;6;8;3;10;3;25;3;131;81;0
2014/2015;2046;statale;MARGHERITA DI SAVOIA - CARDINALE BORROMEO;VI CASATI FELICE 006;3;Buenos Aires - Venezia (21);400;12;267;126;141;262;5;244;5;1;2;3;3;0;9;0;206;61;0
2014/2015;2047;statale;STATALE;VI MATTEUCCI CARLO 003;3;Buenos Aires - Venezia (21);450;21;463;246;217;457;6;433;2;3;3;6;1;6;9;0;388;75;0
2014/2015;2048;statale;ANTONIO STOPPANI;VI STOPPANI ANTONIO 001;3;Buenos Aires - Venezia (21);350;19;425;203;222;414;11;403;3;1;5;0;0;6;7;0;393;32;0
2014/2015;2049;statale;CARLO PISACANE E CARLO POERIO;VI PISACANE CARLO 009;3;Buenos Aires - Venezia (21);800;30;692;363;329;671;21;667;3;3;5;5;0;6;3;0;630;62;0
2014/2015;2118;statale;LEONARDO DA VINCI;PZ LEONARDO DA VINCI 002;3;Città Studi (22);750;35;840;447;393;812;28;819;5;0;3;2;1;3;7;0;801;39;0
2014/2015;2120;statale;TITO SPERI;VI PORPORA NICOLA ANTONIO 011;3;Loreto (20);425;15;342;175;167;326;16;301;1;3;4;8;0;6;19;0;180;162;0
2014/2015;2123;statale;NOLLI - ARQUATI;VL ROMAGNA 016;3;Città Studi (22);600;24;531;282;249;519;12;484;4;2;5;9;2;12;13;0;445;86;0
2014/2015;2126;statale;PIER FRANCO BONETTI;VI TAJANI FILIPPO 012;3;Città Studi (22);300;10;191;108;83;181;10;166;0;1;4;9;0;3;8;0;138;53;0
2014/2015;2130;statale;ENRICO TOTI;VI CIMA CAMILLO E OTTO 015;3;Lambrate (23);200;6;120;60;60;112;8;104;3;5;0;5;1;1;1;0;82;38;0
2014/2015;2131;statale;ELSA MORANTE;VI PINI TOMMASO 003;3;Lambrate (23);475;15;332;181;151;318;14;313;0;7;0;5;0;3;4;0;249;83;0
2014/2015;2134;statale;BRUNO MUNARI;VI FELTRE 068;3;Parco Lambro - Cimiano (18);375;18;391;195;196;368;23;368;0;7;5;6;0;2;3;0;343;48;0
2014/2015;2135;statale;ENRICO FERMI;VI CARNIA 032;3;Parco Lambro - Cimiano (18);300;15;292;168;124;281;11;255;0;2;2;10;0;4;19;0;168;124;0
